Player,Team,Age,Height,Weight,COLLEGE,COUNTRY,DRAFT,YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Chinanu Onuaku  ,    HOU  ,21,    6-10  ,245,    Louisville  ,    USA  ,2016,2,37,1,0,1,1,-59.5,20,0,0,0,50,
Chris Paul  ,    HOU  ,33,    6-0  ,175,    Wake Forest  ,    USA  ,2005,1,4,15,21.1,5.9,5.8,6.8,1.6,16.5,26.2,56.5,29.9,
Clint Capela  ,    HOU  ,24,    6-10  ,240,    None  ,    Switzerland  ,2014,1,25,17,12.7,11.6,1.3,3.3,11,27.3,15.3,64.2,6.9,
Corey Brewer  ,    OKC  ,32,    6-9  ,186,    Florida  ,    USA  ,2007,1,7,6,6.2,2.2,0.8,-12.8,2.6,6,8.3,66.9,4.7,
Cory Joseph  ,    IND  ,26,    6-3  ,190,    Texas  ,    Canada  ,2011,1,29,7,4.7,2.4,3,2.1,1.5,11.7,13.2,46.3,20.2,
Dakari Johnson  ,    OKC  ,22,    7-0  ,255,    Kentucky  ,    USA  ,2015,2,48,2,0,0,0,114.3,0,0,0,0,0,
Damian Jones  ,    GSW  ,23,    7-0  ,245,    Vanderbilt  ,    USA  ,2016,1,30,4,1,0.8,0,-69.6,6.3,28.6,20.7,60.2,0,
Damian Lillard  ,    POR  ,27,    6-3  ,195,    Weber State  ,    USA  ,2012,1,6,4,18.5,4.5,4.8,-12.4,1.7,10.5,24.1,47.1,16.5,
Danny Green  ,    SAS  ,31,    6-6  ,215,    North Carolina  ,    USA  ,2009,2,46,5,4.2,2.2,0.2,-23.5,3.6,8.1,14.2,35,1.6,
Dante Exum  ,    UTA  ,22,    6-6  ,190,    None  ,    Australia  ,2014,1,5,10,5.1,1.4,1,-10.1,3.4,9.3,22.5,55.1,13.7,
Dario Saric  ,    PHI  ,24,    6-10  ,223,    None  ,    Croatia  ,2014,1,12,10,17.2,7.3,3.5,-3.4,9,12.9,22.1,54.6,17.5,
Darius Miller  ,    NOP  ,28,    6-8  ,225,    Kentucky  ,    USA  ,2012,2,46,9,4.8,2.2,1.2,0.5,1.3,10.5,10.9,58.7,8.6,
Darren Collison  ,    IND  ,30,    6-2  ,185,    UCLA  ,    USA  ,2009,1,21,7,11.3,3,4.7,6.4,0.5,9.2,17.4,53.9,24.1,
David Stockton  ,    UTA  ,27,    5-11  ,165,    Gonzaga  ,    USA  ,2014,0,0,2,1,0.5,0,25,0,16.7,21.4,33.3,0,
David West  ,    GSW  ,37,    6-9  ,250,    Xavier  ,    USA  ,2003,1,18,18,3.3,2.1,1.8,-1.3,6.8,14.6,13.9,63.1,26,
Davis Bertans  ,    SAS  ,25,    6-10  ,210,    None  ,    Latvia  ,2011,2,42,5,3.4,2.2,1.2,-0.1,1.1,12.8,11.6,37.2,9.5,
DeAndre Liggins  ,    NOP  ,30,    6-6  ,209,    Kentucky  ,    USA  ,2011,2,53,3,0.3,0.3,0,-64.7,0,7.1,11.8,26.6,0,
DeMar DeRozan  ,    TOR  ,28,    6-7  ,220,    Southern California  ,    USA  ,2009,1,9,10,22.7,3.6,4,-9.2,1.8,9,29.9,51.1,20.2,
Dejounte Murray  ,    SAS  ,21,    6-5  ,170,    Washington  ,    USA  ,2016,1,29,5,7.8,4.2,1.8,-6.9,3.9,18.5,19.6,55.8,18,
Delon Wright  ,    TOR  ,26,    6-5  ,190,    Utah  ,    USA  ,2015,1,20,10,8.6,2.2,2.3,-3.1,1.3,9.1,17.5,57.3,17.8,
Derrick Favors  ,    UTA  ,26,    6-10  ,265,    Georgia Tech  ,    USA  ,2010,1,3,11,9.3,5.2,1.2,6.4,7,12.7,13.9,61.8,6.7,
Derrick Rose  ,    MIN  ,29,    6-3  ,190,    Memphis  ,    USA  ,2008,1,1,5,14.2,1.8,2.6,-0.1,0.9,6.8,25,59.1,17.1,
Derrick White  ,    SAS  ,23,    6-4  ,190,    Colorado  ,    USA  ,2017,1,29,3,2.3,0,0.3,5.3,0,0,15,58.3,7.7,
Domantas Sabonis  ,    IND  ,22,    6-10  ,252,    Gonzaga  ,    Lithuania  ,2016,1,11,7,12.4,4.6,0.7,4.5,8.5,12.2,21,62.2,4.9,
Donovan Mitchell  ,    UTA  ,21,    6-3  ,215,    Louisville  ,    USA  ,2017,1,13,11,24.4,5.9,4.2,-1.9,2.2,12.5,31.1,51.2,21.4,
Draymond Green  ,    GSW  ,28,    6-7  ,230,    Michigan State  ,    USA  ,2012,2,35,21,10.8,10.6,8.1,11.8,5.5,20,15.2,52.9,27.4,
Dwyane Wade  ,    MIA  ,36,    6-4  ,220,    Marquette  ,    USA  ,2003,1,5,5,16.6,4.2,3.6,1.4,2.1,12.4,29.3,51,28.6,
E'Twaun Moore  ,    NOP  ,29,    6-4  ,191,    Purdue  ,    USA  ,2011,2,55,9,11.3,2.6,1.7,2.9,2.1,5.4,15.3,53.7,6.7,
Ed Davis  ,    POR  ,29,    6-10  ,245,    North Carolina  ,    USA  ,2010,1,13,4,2.8,8,0,-2.2,7.4,43.5,10,46.8,0,
Ekpe Udoh  ,    UTA  ,31,    6-10  ,245,    Baylor  ,    USA  ,2010,1,6,6,0.3,0.5,0,-13.9,3.6,10,6.9,36.2,0,
Emeka Okafor  ,    NOP  ,35,    6-10  ,255,    Connecticut  ,    USA  ,2004,1,2,1,0,0,0,-80,0,0,10,0,0,
Eric Bledsoe  ,    MIL  ,28,    6-1  ,205,    Kentucky  ,    USA  ,2010,1,18,7,13.6,3.6,3.7,4.2,1.6,9.8,23.5,51.2,17.3,
Eric Gordon  ,    HOU  ,29,    6-4  ,215,    Indiana  ,    USA  ,2008,1,7,17,15.4,2.6,1.6,0,1.5,6.4,21.3,52.9,8.3,
Ersan Ilyasova  ,    PHI  ,31,    6-10  ,235,    None  ,    Turkey  ,2005,2,36,10,9.3,7.6,1.3,10.7,9.8,19.6,17.9,49.9,8.6,
Evan Turner  ,    POR  ,29,    6-7  ,220,    Ohio State  ,    USA  ,2010,1,2,3,9.3,4,3.3,-9.5,4.8,9.5,18.5,41.3,15.2,
Fred VanVleet  ,    TOR  ,24,    6-0  ,195,    Wichita State  ,    USA  ,      ,      ,      ,6,6.8,1.7,2.2,1.1,0,9.8,18.5,48.2,15.7,
Furkan Korkmaz  ,    PHI  ,20,    6-7  ,190,    None  ,    Turkey  ,2016,1,26,1,3,0,0,41.7,0,0,25,150,0,
George Hill  ,    CLE  ,32,    6-3  ,188,    Indiana-Purdue Indianapolis  ,    USA  ,2008,1,26,19,9.2,2.2,2.2,0.7,2.5,5.3,14.6,56.7,11,
Gerald Green  ,    HOU  ,32,    6-7  ,205,    None  ,    USA  ,2005,1,18,17,6.3,2.9,0.1,-3.4,2.1,15.4,17,55.1,0.6,
Giannis Antetokounmpo  ,    MIL  ,23,    6-11  ,222,    None  ,    Greece  ,2013,1,15,7,25.7,9.6,6.3,-0.6,3.3,20.9,27.6,62,28.2,
Glenn Robinson III  ,    IND  ,24,    6-7  ,215,    Michigan  ,    USA  ,2014,2,40,2,1,0.5,0,-11.7,0,20,8.3,100,0,
Goran Dragic  ,    MIA  ,32,    6-3  ,190,    None  ,    Slovenia  ,2008,2,45,5,18.6,2.6,4.6,-7.2,1.8,5.9,27.1,54.9,24.7,
Gorgui Dieng  ,    MIN  ,28,    6-11  ,251,    Louisville  ,    Senegal  ,2013,1,21,5,3.4,3.6,0.8,0.6,3.8,17.6,13,43,8.9,
Greg Monroe  ,    BOS  ,28,    6-11  ,265,    Georgetown  ,    USA  ,2010,1,7,11,4.8,3.2,0.5,-8.9,12.6,22.1,24.8,55.6,8.6,
Guerschon Yabusele  ,    BOS  ,22,    6-8  ,260,    None  ,    France  ,2016,1,16,12,0.3,0.9,0.3,-5.9,5.8,16,9.4,17.9,9.4,
Hassan Whiteside  ,    MIA  ,29,    7-0  ,265,    Marshall  ,    USA  ,2010,2,33,5,5.2,6,0.2,-14.5,11.9,24.7,20.4,50.5,2.1,
Ian Clark  ,    NOP  ,27,    6-3  ,175,    Belmont  ,    USA  ,      ,      ,      ,9,7.8,1.1,1.2,-9.6,1,4,16.6,51.7,8.5,
Ian Mahinmi  ,    WAS  ,31,    6-11  ,262,    None  ,    France  ,2005,1,28,6,5,1.8,0.2,3.6,7,13,15.6,79.6,3.2,
JJ Redick  ,    PHI  ,34,    6-4  ,200,    Duke  ,    USA  ,2006,1,11,10,18.2,1.5,2.6,5.8,0.8,3.4,19.5,59.3,11.9,
JR Smith  ,    CLE  ,32,    6-6  ,225,    None  ,    USA  ,2004,1,18,22,8.7,2.7,1.1,-1.4,1.5,7.6,13.9,48.6,5.2,
JaVale McGee  ,    GSW  ,30,    7-0  ,270,    Nevada  ,    USA  ,2008,1,18,13,6.5,3.2,0.3,13.2,12,14.4,19.2,67.8,4,
Jabari Parker  ,    MIL  ,23,    6-8  ,250,    Duke  ,    USA  ,2014,1,2,7,10,6.1,1.4,-4.5,5.2,18.6,20.5,51.7,9.8,
Jae Crowder  ,    UTA  ,27,    6-6  ,235,    Marquette  ,    USA  ,2012,2,34,11,10,5.1,1.7,-9.7,1.2,15.4,17.9,45.7,9.1,
Jake Layman  ,    POR  ,24,    6-9  ,210,    Maryland  ,    USA  ,2016,2,47,1,6,1,1,57.9,0,12.5,15.8,100,16.7,
Jakob Poeltl  ,    TOR  ,22,    7-0  ,230,    Utah  ,    Austria  ,2016,1,9,9,5.4,4,0.7,-11.7,10.3,15.9,15.4,62.2,7.3,
Jamal Crawford  ,    MIN  ,38,    6-5  ,185,    Michigan  ,    USA  ,2000,1,8,5,11.8,2.6,2.4,-3.3,0.8,9.4,20.7,56,14.8,
James Harden  ,    HOU  ,28,    6-5  ,220,    Arizona State  ,    USA  ,2009,1,3,17,28.6,5.2,6.8,6,2.2,12.7,35.7,54.8,35.6,
James Johnson  ,    MIA  ,31,    6-8  ,240,    Wake Forest  ,    USA  ,2009,1,16,5,12.4,6,4.8,-12.1,1.8,15.7,15.4,64.4,23.3,
Jason Smith  ,    WAS  ,32,    7-0  ,240,    Colorado State  ,    USA  ,2007,1,20,1,0,0,0,-20,0,0,0,0,0,
Jason Terry  ,    MIL  ,40,    6-2  ,185,    Arizona  ,    USA  ,1999,1,10,3,2,0.7,0.7,1.1,3.2,2.2,6,60,6.1,
Jaylen Brown  ,    BOS  ,21,    6-7  ,225,    California  ,    USA  ,2016,1,3,18,18,4.8,1.4,1.5,2.7,12.8,24,56.3,8.2,
Jayson Tatum  ,    BOS  ,20,    6-8  ,205,    Duke  ,    USA  ,2017,1,3,19,18.5,4.4,2.7,4.2,1.5,11.1,23,57.8,13.1,
Jeff Green  ,    CLE  ,31,    6-9  ,235,    Georgetown  ,    USA  ,2007,1,5,22,7.7,2.4,1.5,-4.2,1.3,8.7,15.5,52.4,9.8,
Jeff Teague  ,    MIN  ,30,    6-2  ,189,    Wake Forest  ,    USA  ,2009,1,19,5,13,3.6,5.8,-15.8,1.9,9.9,21.1,55.6,29.9,
Jerami Grant  ,    OKC  ,24,    6-9  ,220,    Syracuse  ,    USA  ,2014,2,39,6,7.2,3.3,1,12.2,5.6,8.2,14.8,54,6.7,
Jerryd Bayless  ,    PHI  ,29,    6-3  ,200,    Arizona  ,    USA  ,2008,1,11,1,0,0,0,50,0,0,0,0,0,
Jimmy Butler  ,    MIN  ,28,    6-8  ,236,    Marquette  ,    USA  ,2011,1,30,5,15.8,6,4,-3.6,1.9,14.9,20.1,55.7,18,
Joe Ingles  ,    UTA  ,30,    6-8  ,226,    None  ,    Australia  ,      ,      ,      ,11,14.5,4.4,3.4,3.6,1.3,10.5,17.7,62.3,15.1,
Joe Johnson  ,    HOU  ,37,    6-7  ,240,    Arkansas  ,    USA  ,2001,1,10,8,1.5,1.3,0.4,-35.7,0,15.6,16.1,35.3,9.7,
Joe Young  ,    IND  ,26,    6-2  ,185,    Oregon  ,    USA  ,2015,2,43,1,0,0,0,40,0,0,0,0,0,
Joel Embiid  ,    PHI  ,24,    7-0  ,250,    Kansas  ,    Cameroon  ,2014,1,3,8,21.4,12.6,3,7.5,8,26,29,51.9,14.7,
Joffrey Lauvergne  ,    SAS  ,26,    6-11  ,260,    None  ,    France  ,2013,2,55,1,2,1,0,31.4,0,12.5,7.7,100,0,
John Henson  ,    MIL  ,27,    6-11  ,229,    North Carolina  ,    USA  ,2012,1,14,2,9.5,6,2.5,-0.7,7.1,9.3,11.5,68.4,9.1,
John Wall  ,    WAS  ,27,    6-4  ,210,    Kentucky  ,    USA  ,2010,1,1,6,26,5.7,11.5,-0.9,1.4,14.2,32.5,52.8,49.6,
Jonas Jerebko  ,    UTA  ,31,    6-10  ,231,    None  ,    Sweden  ,2009,2,39,10,1.9,1.6,0.3,-6.9,4.9,16.2,11.5,47.8,5.7,
Jonas Valanciunas  ,    TOR  ,26,    7-0  ,255,    None  ,    Lithuania  ,2011,1,5,10,14.6,10.5,1.2,3.4,13,30.2,24.6,59.9,7.6,
Jordan Bell  ,    GSW  ,23,    6-9  ,224,    Oregon  ,    USA  ,2017,2,38,17,2.4,2.8,0.9,10.5,8.4,17.6,10.8,53.7,11.7,
Jordan Clarkson  ,    CLE  ,26,    6-5  ,194,    Missouri  ,    USA  ,2014,2,46,19,4.7,1.7,0.7,-9.2,3,8.6,21.5,35.8,7,
Jordan Crawford  ,    NOP  ,29,    6-5  ,195,    Xavier  ,    USA  ,2010,1,27,2,9.5,2,0.5,-22.9,0,25,44.4,73.1,25,
Jose Calderon  ,    CLE  ,36,    6-3  ,200,    None  ,    Spain  ,      ,      ,      ,13,1.8,0.8,0.7,3,1.8,8,13.6,44.6,16.7,
Josh Huestis  ,    OKC  ,26,    6-7  ,230,    Stanford  ,    USA  ,2014,1,29,4,0.8,0.8,0,-7.2,0,15,5.7,52.1,0,
Josh Richardson  ,    MIA  ,24,    6-6  ,200,    Tennessee  ,    USA  ,2015,2,40,5,8.4,3,2.8,-17.3,2.9,8.1,15.7,48.7,15.6,
Jrue Holiday  ,    NOP  ,28,    6-4  ,205,    UCLA  ,    USA  ,2009,1,17,9,23.7,5.7,6.3,1,2.5,10.9,24.7,58.1,24.8,
Justin Anderson  ,    PHI  ,24,    6-6  ,230,    Virginia  ,    USA  ,2015,1,21,7,1.1,1.3,0,10.9,3.2,20.5,12.8,50,0,
Justise Winslow  ,    MIA  ,22,    6-7  ,225,    Duke  ,    USA  ,2015,1,10,5,9.8,6.6,2.6,-5.9,5.6,17.6,19.5,49.5,16.7,
Jusuf Nurkic  ,    POR  ,23,    7-0  ,280,    None  ,    Bosnia and Herzegovina  ,2014,1,16,4,11.8,8,1,-14,11.3,23.8,20.2,53.6,6.3,
Karl-Anthony Towns  ,    MIN  ,22,    7-0  ,248,    Kentucky  ,    USA  ,2015,1,1,5,15.2,13.4,2.2,-13.8,9.5,29.9,21.7,54.2,9.9,
Kelly Olynyk  ,    MIA  ,27,    7-0  ,245,    Gonzaga  ,    Canada  ,2013,1,13,5,12.8,4.6,3.8,-3.1,4.7,9.7,17.9,60.6,20.7,
Kelly Oubre Jr.  ,    WAS  ,22,    6-7  ,205,    Kansas  ,    USA  ,2015,1,15,6,9.3,3.8,0.7,2.3,0.7,14.1,17.5,50.1,3.9,
Kevin Durant  ,    GSW  ,29,    6-9  ,240,    Texas  ,    USA  ,2007,1,2,21,29,7.8,4.7,12.9,1.7,16.9,30.3,60.6,20,
Kevin Love  ,    CLE  ,29,    6-10  ,251,    UCLA  ,    USA  ,2008,1,5,21,14.9,10.2,1.6,-2.1,7.7,27.9,23.6,51.1,8.7,
Kevon Looney  ,    GSW  ,22,    6-9  ,220,    UCLA  ,    USA  ,2015,1,30,21,4.1,4.2,0.9,7.5,10.4,10.8,9.8,52.9,7,
Khris Middleton  ,    MIL  ,26,    6-8  ,234,    Texas A&M  ,    USA  ,2012,2,39,7,24.7,5.1,3.1,2.5,0.4,13.2,23.7,71.9,13.8,
Klay Thompson  ,    GSW  ,28,    6-7  ,215,    Washington State  ,    USA  ,2011,1,11,21,19.6,4.1,1.8,9.8,1.5,8.7,21.6,57.9,7.3,
Kyle Anderson  ,    SAS  ,24,    6-9  ,230,    UCLA  ,    USA  ,2014,1,30,5,5.4,2.6,0.6,-14,7.4,10.1,15.5,62,6.7,
Kyle Korver  ,    CLE  ,37,    6-7  ,212,    Creighton  ,    USA  ,2003,2,51,22,8.3,2.4,0.9,2.7,1.2,9.6,14.5,60.4,5.8,
Kyle Lowry  ,    TOR  ,32,    6-0  ,205,    Villanova  ,    USA  ,2006,1,24,10,17.4,4.3,8.5,-3.5,0.6,12.3,19.8,65.9,35.6,
LaMarcus Aldridge  ,    SAS  ,32,    6-11  ,260,    Texas  ,    USA  ,2006,1,2,5,23.6,9.2,2.4,-10.9,6.8,21.4,26.9,59.9,13.3,
Lance Stephenson  ,    IND  ,27,    6-6  ,230,    Cincinnati  ,    USA  ,2010,2,40,7,10.4,2.7,2.9,-0.4,2.2,12.3,24.1,52.9,21.3,
Larry Nance Jr.  ,    CLE  ,25,    6-9  ,230,    Wyoming  ,    USA  ,2015,1,27,20,4.8,4.5,0.9,-6.8,11.3,17.3,12.5,65.2,9.9,
LeBron James  ,    CLE  ,33,    6-8  ,250,    None  ,    USA  ,2003,1,1,22,34,9.1,9,-2.6,3.5,19.4,34.4,61.9,45.3,
Lorenzo Brown  ,    TOR  ,27,    6-5  ,189,    North Carolina State  ,    USA  ,2013,2,52,4,2.3,1.5,0.5,-28.7,3.4,17.2,19.7,41.4,14.3,
Luc Mbah a Moute  ,    HOU  ,31,    6-8  ,230,    UCLA  ,    Cameroon  ,2008,2,37,9,2.8,2.4,0.3,-21.5,1.8,12.9,12.5,32,3.1,
Lucas Nogueira  ,    TOR  ,25,    7-0  ,220,    None  ,    Brazil  ,2013,1,16,5,0.2,0.2,0.2,-56,0,5.3,9.6,26.6,6.3,
Luke Babbitt  ,    MIA  ,29,    6-9  ,225,    Nevada  ,    USA  ,2010,1,16,2,0,0,0,-85.7,0,0,14.3,0,0,
Malcolm Brogdon  ,    MIL  ,25,    6-5  ,215,    Virginia  ,    USA  ,2016,2,36,7,8.7,3.4,2.4,-7.1,2,10.7,18.1,51.3,14.2,
Manu Ginobili  ,    SAS  ,40,    6-6  ,205,    None  ,    Argentina  ,1999,2,57,5,9,3,3.2,-2.8,0.8,13.7,19.3,53.8,24.2,
Marcin Gortat  ,    WAS  ,34,    6-11  ,240,    None  ,    Poland  ,2005,2,57,6,8.7,6.3,1,0.4,8.9,18.2,14.4,56.4,5.2,
Marco Belinelli  ,    PHI  ,32,    6-5  ,210,    None  ,    Italy  ,2007,1,18,10,12.9,2.1,2,6.8,0.3,7.2,18,53.9,11,
Marcus Georges-Hunt  ,    MIN  ,24,    6-5  ,226,    Georgia Tech  ,    USA  ,      ,      ,      ,2,0,0.5,0,-30.4,25,0,12.5,0,0,
Marcus Morris Sr.  ,    BOS  ,28,    6-9  ,235,    Kansas  ,    USA  ,2011,1,14,19,12.4,5.4,1.1,0.6,3.5,15.4,21.3,47.4,6.2,
Marcus Smart  ,    BOS  ,24,    6-4  ,220,    Oklahoma State  ,    USA  ,2014,1,6,15,9.8,3.7,5.3,3.7,3,9.3,19.8,44.7,28.4,
Markelle Fultz  ,    PHI  ,20,    6-4  ,200,    Washington  ,    USA  ,2017,1,1,3,1.7,1,1.7,4,0,11.5,16.4,28.5,26.3,
Markieff Morris  ,    WAS  ,28,    6-10  ,245,    Kansas  ,    USA  ,2011,1,13,6,9.8,7.5,1.7,-5.8,7.6,18.9,14.1,55.2,8.1,
Matthew Dellavedova  ,    MIL  ,27,    6-4  ,198,    Saint Mary's  ,    Australia  ,      ,      ,      ,6,2,0.8,2.7,-2.5,1.3,4.7,11,46.6,28.6,
Maurice Harkless  ,    POR  ,25,    6-9  ,220,    St. John's, N.Y.  ,    USA  ,2012,1,15,2,8,4,2,-6.9,6.3,11.9,12.1,61.5,10.3
Meyers Leonard  ,    POR  ,26,    7-1  ,255,    Illinois  ,    USA  ,2012,1,11,2,4,2,0,57.1,0,50,19,100,0,
Mike Scott  ,    WAS  ,29,    6-8  ,237,    Virginia  ,    USA  ,2012,2,43,6,10.8,3.5,0.7,12.4,5,11.6,16.3,74.5,4.4,
Myles Turner  ,    IND  ,22,    6-11  ,255,    Texas  ,    USA  ,2015,1,11,7,12.4,5.1,0.6,11.5,3.4,14.8,17.3,69.8,3.4,
Nemanja Bjelica  ,    MIN  ,30,    6-10  ,230,    None  ,    Serbia  ,2010,2,35,5,4.6,3,0.6,-12.4,6.7,19,16.9,60.3,11.1,
Nene  ,    HOU  ,35,    6-11  ,250,    None  ,    Brazil  ,2002,1,7,11,2.8,2.5,0.5,10.7,5.4,18.6,13.2,62.4,7.5,
Nick Young  ,    GSW  ,33,    6-7  ,210,    Southern California  ,    USA  ,2007,1,16,20,2.6,0.6,0.2,2.7,0.4,4.9,11.3,46,2.8,
Nikola Mirotic  ,    NOP  ,27,    6-10  ,238,    None  ,    Montenegro  ,2011,1,23,9,15,9.6,1.7,2.9,2.8,21.8,15.7,61.2,6.1,
Norman Powell  ,    TOR  ,25,    6-4  ,215,    UCLA  ,    USA  ,2015,2,46,6,2,0.3,0.3,-12.5,0,5,20,38.1,8.3,
OG Anunoby  ,    TOR  ,20,    6-8  ,235,    Indiana  ,    United Kingdom  ,2017,1,23,10,7.9,2.1,0.7,-5.8,4.5,5.3,11.9,69.5,4,
Otto Porter Jr.  ,    WAS  ,25,    6-8  ,198,    Georgetown  ,    USA  ,2013,1,3,5,10,5,1.6,-1.7,0.6,16.7,13.2,56.2,7.1,
P.J. Tucker  ,    HOU  ,33,    6-6  ,245,    Texas  ,    USA  ,2006,2,35,17,8.9,6.5,1.3,8.7,4,16.3,10.2,65.1,5.5,
Pascal Siakam  ,    TOR  ,24,    6-9  ,230,    New Mexico State  ,    Cameroon  ,2016,1,27,10,6.6,3.6,0.8,-5.4,5.1,16.1,14,66.3,7.2,
Pat Connaughton  ,    POR  ,25,    6-5  ,210,    Notre Dame  ,    USA  ,2015,2,41,4,4,1,1.5,-17.4,3.1,3.6,12.1,50.4,15.4,
Patrick McCaw  ,    GSW  ,22,    6-7  ,185,    UNLV  ,    USA  ,2016,2,38,6,0.7,0.5,0,-6,5.9,12.5,7.3,69.4,0,
Patrick Patterson  ,    OKC  ,29,    6-9  ,230,    Kentucky  ,    USA  ,2010,1,14,6,1.3,1.8,0.5,-16.9,1.7,17.5,6.9,66.7,8.1,
Patty Mills  ,    SAS  ,29,    6-0  ,185,    St. Mary's  ,    Australia  ,2009,2,55,5,13.4,2,2.6,-7.8,1.1,5.5,18.4,56.6,14.3,
Pau Gasol  ,    SAS  ,37,    7-0  ,250,    None  ,    Spain  ,2001,1,3,5,6,4.8,2.8,-12.4,2.2,25.6,15.4,61.5,24.1,
Paul George  ,    OKC  ,28,    6-9  ,220,    Fresno State  ,    USA  ,2010,1,10,6,24.7,6,2.7,-4.3,1.5,12.3,27.7,54.5,11.1,
Quinn Cook  ,    GSW  ,25,    6-2  ,179,    Duke  ,    USA  ,      ,      ,      ,17,4.8,1.4,0.6,13.6,1.1,11.6,18.5,54.4,9.4,
Rajon Rondo  ,    NOP  ,32,    6-1  ,186,    Kentucky  ,    USA  ,2006,1,21,9,10.3,7.6,12.2,2.3,3,18.3,18,47.4,46.2,
Raul Neto  ,    UTA  ,26,    6-1  ,179,    None  ,    Brazil  ,2013,2,47,8,2.6,1.3,1.3,5,2.6,10.8,16.1,41.7,17.9,
Raymond Felton  ,    OKC  ,34,    6-1  ,205,    North Carolina  ,    USA  ,2005,1,5,6,5.2,2.2,1.5,-0.6,2.4,12.4,20,48.6,20.5,
Richaun Holmes  ,    PHI  ,24,    6-10  ,235,    Bowling Green  ,    USA  ,2015,2,37,3,0,0.3,0.3,-19.2,0,10,3.4,0,14.3,
Ricky Rubio  ,    UTA  ,27,    6-4  ,190,    None  ,    Spain  ,2009,1,5,6,14,7.3,7,7.2,2.6,19.6,24.5,47.1,36.5,
Robert Covington  ,    PHI  ,27,    6-9  ,225,    Tennessee State  ,    USA  ,      ,      ,      ,10,8.1,5.3,2.5,-1.7,3.6,14.4,14.2,45,12.8,
Rodney Hood  ,    CLE  ,25,    6-8  ,206,    Duke  ,    USA  ,2014,1,23,17,5.4,1.8,1.1,-18.4,2.5,10.1,19.2,46.8,12.2,
Rodney McGruder  ,    MIA  ,26,    6-4  ,200,    Kansas State  ,    USA  ,      ,      ,      ,4,0.5,1,0,-16.1,0,17.4,10.3,25,0,
Royce O'Neale  ,    UTA  ,25,    6-6  ,226,    Baylor  ,    USA  ,      ,      ,      ,11,7.1,3.5,1.4,-15.4,1.1,13.7,13.3,60.6,9.4,
Rudy Gay  ,    SAS  ,31,    6-8  ,230,    Connecticut  ,    USA  ,2006,1,8,5,12.2,5.6,2.2,-2.6,5.3,13.2,21.4,44.2,13.1,
Rudy Gobert  ,    UTA  ,26,    7-1  ,245,    None  ,    France  ,2013,1,27,11,13.2,10.7,1,-3.6,11.1,18.1,15.1,66.2,4.5,
Russell Westbrook  ,    OKC  ,29,    6-3  ,200,    UCLA  ,    USA  ,2008,1,4,6,29.3,12,7.5,-7.4,4.2,24.6,37.8,49.3,39.1,
Ryan Anderson  ,    HOU  ,30,    6-10  ,240,    California  ,    USA  ,2008,1,21,11,1.7,1.2,0.5,-27.8,3.6,10.5,10.1,47.5,9.4,
Semi Ojeleye  ,    BOS  ,23,    6-7  ,235,    Southern Methodist  ,    USA  ,2017,2,37,17,1.9,1.6,0.1,-7,1.8,10.9,7.3,44.3,1.3,
Serge Ibaka  ,    TOR  ,28,    6-10  ,235,    None  ,    Democratic Republic of the Congo  ,2008,1,24,10,8.7,5.9,1.1,-0.3,5.8,18.3,16.8,53.3,5.9,
Shabazz Muhammad  ,    MIL  ,25,    6-6  ,221,    UCLA  ,    USA  ,2013,1,14,4,6.3,1,0,10.3,0,13.3,38.1,56.3,0,
Shabazz Napier  ,    POR  ,26,    6-1  ,175,    Connecticut  ,    USA  ,2014,1,24,2,5.5,1,1.5,2.8,0,5.6,21.2,46.3,14.3,
Shane Larkin  ,    BOS  ,25,    5-11  ,175,    Miami  ,    USA  ,2013,1,18,11,3.7,1,1.8,-1.6,0.6,7.3,12.2,55.1,21.5,
Shaun Livingston  ,    GSW  ,32,    6-7  ,192,    None  ,    USA  ,2004,1,4,21,6.7,2.2,1.5,7.7,3.1,9.5,16.1,57.9,12.8,
Solomon Hill  ,    NOP  ,27,    6-7  ,225,    Arizona  ,    USA  ,2013,1,23,9,3.7,1.9,0.8,-5.4,5.2,9.4,13.1,56.1,8,
Stephen Curry  ,    GSW  ,30,    6-3  ,190,    Davidson  ,    USA  ,2009,1,7,15,25.5,6.1,5.4,13,1.7,13.6,28.6,59,22.9,
Sterling Brown  ,    MIL  ,23,    6-6  ,230,    Southern Methodist  ,    USA  ,2017,2,46,3,2.3,0.7,0,-1.5,7.7,9.1,17.9,70,0,
Steven Adams  ,    OKC  ,24,    7-0  ,255,    Pittsburgh  ,    New Zealand  ,2013,1,12,6,10.5,7.5,1.5,-4.2,8.8,12.1,11.9,60.9,6.9,
T.J. Leaf  ,    IND  ,21,    6-10  ,230,    UCLA  ,    USA  ,2017,1,18,1,0,0,0,57.1,0,0,0,0,0,
T.J. McConnell  ,    PHI  ,26,    6-2  ,190,    Arizona  ,    USA  ,2015,0,      ,10,5.5,2.6,2.3,13.4,3.7,11.1,11.6,72,22.5,
Taj Gibson  ,    MIN  ,33,    6-9  ,235,    Southern California  ,    USA  ,2009,1,26,5,6.2,4,0.4,-17.6,6.1,9,10.3,66.5,2.6,
